2025-06-19 11:15:28,200 INFO \u2139\ufe0f  Loaded 11829 symbols from tickers.csv
2025-06-19 11:15:28,202 INFO \U0001f504 Batch of 200 symbols (attempt 1)
2025-06-19 11:15:30,520 ERROR HTTP Error 404: 
2025-06-19 11:15:42,922 ERROR 
33 Failed downloads:
2025-06-19 11:15:42,924 ERROR ['ADALW', 'AEPPZ', 'ABR-P-E', 'ACST', 'ACHL', 'ADALU', 'AEHA', 'ABR-P-D', 'ACR-P-D', 'ACR-P-C', 'ADAL', 'ADC-P-A', 'ACP-P-A', 'AAM-WS', 'AAPGV', 'AAM-U', 'ABR-P-F', 'ADOCR', 'ABST', 'ACHR-WS', 'AACT-U', 'AACT-WS']: YFTzMissingError('possibly delisted; no timezone found')
2025-06-19 11:15:42,924 ERROR ['ABPWW', 'ABLVW', 'ADSEW', 'ACONW', 'AENTW', 'ABLLW', 'AACBR', 'AEVAW', 'ABVEW', 'AERTW', 'ADNWW']: YFPricesMissingError('possibly delisted; no price data found  (1d 2025-06-11 -> 2025-06-12)')
2025-06-19 11:15:43,024 INFO A               | FAILED | trade_date not in data
2025-06-19 11:15:43,026 INFO AA              | FAILED | trade_date not in data
2025-06-19 11:15:43,026 INFO AAA             | FAILED | trade_date not in data
2025-06-19 11:15:43,026 INFO AAAU            | FAILED | trade_date not in data
2025-06-19 11:15:43,035 INFO AACBR           | FAILED | trade_date not in data
2025-06-19 11:15:43,039 INFO AACBU           | FAILED | trade_date not in data
2025-06-19 11:15:43,047 INFO AACG            | FAILED | trade_date not in data
2025-06-19 11:15:43,052 INFO AACIU           | FAILED | trade_date not in data
2025-06-19 11:15:43,061 INFO AACT            | FAILED | trade_date not in data
2025-06-19 11:15:43,067 INFO AACT-U          | FAILED | trade_date not in data
2025-06-19 11:15:43,070 INFO AACT-WS         | FAILED | trade_date not in data
2025-06-19 11:15:43,075 INFO AADR            | FAILED | trade_date not in data
2025-06-19 11:15:43,083 INFO AAL             | FAILED | trade_date not in data
2025-06-19 11:15:43,088 INFO AAM             | FAILED | trade_date not in data
2025-06-19 11:15:43,091 INFO AAM-U           | FAILED | trade_date not in data
2025-06-19 11:15:43,097 INFO AAM-WS          | FAILED | trade_date not in data
2025-06-19 11:15:43,101 INFO AAME            | FAILED | trade_date not in data
2025-06-19 11:15:43,105 INFO AAMI            | FAILED | trade_date not in data
2025-06-19 11:15:43,110 INFO AAOI            | FAILED | trade_date not in data
2025-06-19 11:15:43,110 INFO AAON            | FAILED | trade_date not in data
2025-06-19 11:15:43,119 INFO AAP             | FAILED | trade_date not in data
2025-06-19 11:15:43,122 INFO AAPB            | FAILED | trade_date not in data
2025-06-19 11:15:43,129 INFO AAPD            | FAILED | trade_date not in data
2025-06-19 11:15:43,134 INFO AAPG            | FAILED | trade_date not in data
2025-06-19 11:15:43,139 INFO AAPGV           | FAILED | trade_date not in data
2025-06-19 11:15:43,142 INFO AAPL            | FAILED | trade_date not in data
2025-06-19 11:15:43,142 INFO AAPR            | FAILED | trade_date not in data
2025-06-19 11:15:43,154 INFO AAPU            | FAILED | trade_date not in data
2025-06-19 11:15:43,160 INFO AAPW            | FAILED | trade_date not in data
2025-06-19 11:15:43,163 INFO AAPX            | FAILED | trade_date not in data
2025-06-19 11:15:43,167 INFO AAPY            | FAILED | trade_date not in data
2025-06-19 11:15:43,171 INFO AARD            | FAILED | trade_date not in data
2025-06-19 11:15:43,177 INFO AAT             | FAILED | trade_date not in data
2025-06-19 11:15:43,179 INFO AAVM            | FAILED | trade_date not in data
2025-06-19 11:15:43,192 INFO AAXJ            | FAILED | trade_date not in data
2025-06-19 11:15:43,195 INFO AB              | FAILED | trade_date not in data
2025-06-19 11:15:43,208 INFO ABAT            | FAILED | trade_date not in data
2025-06-19 11:15:43,214 INFO ABBV            | FAILED | trade_date not in data
2025-06-19 11:15:43,221 INFO ABCB            | FAILED | trade_date not in data
2025-06-19 11:15:43,226 INFO ABCL            | FAILED | trade_date not in data
